full_date,day_of_week,morning,afternoon,evening,full_day,,,,,,,,,,,,,,,,
Nov-21,Friday,57420,55143,57217,291652,,,,,,,,,,,,,,,,
Nov-21,Saturday,42386,54612,51526,249829,,,,,,,,,,,,,,,,
Nov-21,Sunday,31696,46605,38032,193701,,,,,,,,,,,,,,,,
Nov-21,Monday,60035,50684,50569,274136,,,,,,,,,,,,,,,,
Nov-21,Tuesday,61166,51573,54765,288494,,,,,,,,,,,,,,,,
Nov-21,Wednesday,57586,56618,50410,284316,,,,,,,,,,,,,,,,
Nov-21,Thursday,22165,38347,34724,163391,,,,,,,,,,,,,,,,
Nov-21,Friday,31185,49140,44602,202594,,,,,,,,,,,,,,,,
Nov-21,Saturday,33721,51394,48734,222031,,,,,,,,,,,,,,,,
Nov-21,Sunday,30589,48783,44254,202024,,,,,,,,,,,,,,,,
Nov-21,Monday,54582,48403,49110,257747,,,,,,,,,,,,,,,,
Nov-21,Tuesday,59636,48001,51278,271225,,,,,,,,,,,,,,,,
Dec-21,Wednesday,64572,51406,51512,289717,,,,,,,,,,,,,,,,
Dec-21,Thursday,61718,51490,56900,289916,,,,,,,,,,,,,,,,
Dec-21,Friday,60063,57504,60369,304378,,,,,,,,,,,,,,,,
Dec-21,Saturday,41984,55429,51910,249756,,,,,,,,,,,,,,,,
Dec-21,Sunday,28092,52089,44430,197301,,,,,,,,,,,,,,,,
Dec-21,Monday,55769,50953,51545,263382,,,,,,,,,,,,,,,,
Dec-21,Tuesday,60849,51646,55579,284346,,,,,,,,,,,,,,,,
Dec-21,Wednesday,63531,51933,55122,289300,,,,,,,,,,,,,,,,
Dec-21,Thursday,63917,53673,56498,295639,,,,,,,,,,,,,,,,
Dec-21,Friday,59455,55838,59198,298175,,,,,,,,,,,,,,,,
Dec-21,Saturday,35513,56292,54516,238475,,,,,,,,,,,,,,,,
Dec-21,Sunday,30544,51814,47068,208272,,,,,,,,,,,,,,,,
Dec-21,Monday,61791,53098,52144,281465,,,,,,,,,,,,,,,,
Dec-21,Tuesday,63149,54262,53125,291477,,,,,,,,,,,,,,,,
Dec-21,Wednesday,62451,54671,56945,294923,,,,,,,,,,,,,,,,
Dec-21,Thursday,69095,64546,63999,335277,,,,,,,,,,,,,,,,
Dec-21,Friday,62078,67523,68992,343034,,,,,,,,,,,,,,,,
Dec-21,Saturday,37339,72696,66076,286514,,,,,,,,,,,,,,,,
Dec-21,Sunday,33893,65704,61607,256708,,,,,,,,,,,,,,,,
Dec-21,Monday,67888,68936,67444,341046,,,,,,,,,,,,,,,,
Dec-21,Tuesday,68123,69854,68145,345424,,,,,,,,,,,,,,,,
Dec-21,Wednesday,67252,70435,67466,345519,,,,,,,,,,,,,,,,
Dec-21,Thursday,60733,71312,70658,338989,,,,,,,,,,,,,,,,
Dec-21,Friday,37091,63199,55636,254883,,,,,,,,,,,,,,,,
Dec-21,Saturday,13966,36845,36712,141031,,,,,,,,,,,,,,,,
Dec-21,Sunday,23640,49353,43924,182936,,,,,,,,,,,,,,,,
Dec-21,Monday,49326,51992,47187,248522,,,,,,,,,,,,,,,,
Dec-21,Tuesday,56344,51164,47693,263886,,,,,,,,,,,,,,,,
Dec-21,Wednesday,54274,52356,43465,257110,,,,,,,,,,,,,,,,
Dec-21,Thursday,54808,59612,52618,282424,,,,,,,,,,,,,,,,
Dec-21,Friday,36509,53513,45786,228121,,,,,,,,,,,,,,,,
Jan-22,Saturday,18855,37850,30617,149306,,,,,,,,,,,,,,,,
Jan-22,Sunday,31282,46487,34914,185291,,,,,,,,,,,,,,,,
Jan-22,Monday,45558,48728,45381,230717,,,,,,,,,,,,,,,,
Jan-22,Tuesday,60165,50783,49732,274608,,,,,,,,,,,,,,,,
Jan-22,Wednesday,54658,46039,46758,250256,,,,,,,,,,,,,,,,
Jan-22,Thursday,1532,992,590,6084,,,,,,,,,,,,,,,,
Jan-22,Friday,10454,21638,21704,83013,,,,,,,,,,,,,,,,
Jan-22,Saturday,4189,8253,6119,27855,,,,,,,,,,,,,,,,
Jan-22,Sunday,3112,6069,4985,21355,,,,,,,,,,,,,,,,
Jan-22,Monday,10130,8662,8568,44076,,,,,,,,,,,,,,,,
Jan-22,Tuesday,48391,38872,41325,217447,,,,,,,,,,,,,,,,
Jan-22,Wednesday,48569,39686,40651,218628,,,,,,,,,,,,,,,,
Jan-22,Thursday,10670,8773,9107,46292,,,,,,,,,,,,,,,,
Jan-22,Friday,61782,56009,60303,304131,,,,,,,,,,,,,,,,
Jan-22,Saturday,36989,53168,47966,225509,,,,,,,,,,,,,,,,
Jan-22,Monday,4235,6212,5152,23664,,,,,,,,,,,,,,,,
Jan-22,Tuesday,9363,8478,8380,42214,,,,,,,,,,,,,,,,
Jan-22,Wednesday,52791,42871,42677,233756,,,,,,,,,,,,,,,,
Jan-22,Thursday,8721,7872,8480,40031,,,,,,,,,,,,,,,,
Jan-22,Friday,52442,48164,52032,256841,,,,,,,,,,,,,,,,
Jan-22,Saturday,5569,9009,6438,33078,,,,,,,,,,,,,,,,
Jan-22,Sunday,3597,7486,6266,25422,,,,,,,,,,,,,,,,
Jan-22,Monday,55474,43454,45006,243821,,,,,,,,,,,,,,,,
Jan-22,Tuesday,47817,38508,39756,214659,,,,,,,,,,,,,,,,
Jan-22,Wednesday,61508,48520,52162,273161,,,,,,,,,,,,,,,,
Jan-22,Thursday,7572,5165,7087,31777,,,,,,,,,,,,,,,,
Jan-22,Friday,2991,4135,3495,16619,,,,,,,,,,,,,,,,
Jan-22,Saturday,2254,3755,2939,13724,,,,,,,,,,,,,,,,
Jan-22,Sunday,1791,3238,2315,10869,,,,,,,,,,,,,,,,
Apr-22,Friday,28688,37684,47609,189367,,,,,,,,,,,,,,,,
Apr-22,Saturday,16748,37761,38919,152831,,,,,,,,,,,,,,,,
Apr-22,Sunday,12301,32915,33714,126197,,,,,,,,,,,,,,,,
Apr-22,Monday,29004,31192,40556,166145,,,,,,,,,,,,,,,,
Apr-22,Tuesday,32041,37203,42374,182989,,,,,,,,,,,,,,,,
Apr-22,Wednesday,26995,30007,36181,154069,,,,,,,,,,,,,,,,
Apr-22,Thursday,25550,31175,38606,158471,,,,,,,,,,,,,,,,
Apr-22,Friday,32001,34927,44168,186493,,,,,,,,,,,,,,,,
Apr-22,Saturday,13478,27539,29406,116412,,,,,,,,,,,,,,,,
Apr-22,Sunday,14729,33946,35050,135367,,,,,,,,,,,,,,,,
Apr-22,Monday,22008,24216,24419,114507,,,,,,,,,,,,,,,,
Apr-22,Tuesday,24819,29012,35658,147044,,,,,,,,,,,,,,,,
Apr-22,Wednesday,24291,25888,34342,138420,,,,,,,,,,,,,,,,
Apr-22,Thursday,23832,29714,36779,149344,,,,,,,,,,,,,,,,
Apr-22,Friday,19159,32726,36611,143071,,,,,,,,,,,,,,,,
Apr-22,Saturday,11015,29400,30911,115533,,,,,,,,,,,,,,,,
Apr-22,Sunday,9496,23926,24372,92554,,,,,,,,,,,,,,,,
Apr-22,Monday,22605,24129,32549,128797,,,,,,,,,,,,,,,,
Apr-22,Tuesday,24418,25859,34890,140384,,,,,,,,,,,,,,,,
Apr-22,Wednesday,24264,24582,35240,139753,,,,,,,,,,,,,,,,
Apr-22,Thursday,24269,26893,36579,145324,,,,,,,,,,,,,,,,
Apr-22,Friday,24045,30533,39389,155478,,,,,,,,,,,,,,,,
Apr-22,Saturday,13836,28668,31624,123027,,,,,,,,,,,,,,,,
Apr-22,Sunday,10505,25491,26616,100851,,,,,,,,,,,,,,,,
Apr-22,Monday,23556,23507,30084,127070,,,,,,,,,,,,,,,,
Apr-22,Tuesday,23227,24097,32469,131007,,,,,,,,,,,,,,,,
Apr-22,Wednesday,32442,34724,44204,184987,,,,,,,,,,,,,,,,
Apr-22,Thursday,32776,36758,46425,191390,,,,,,,,,,,,,,,,
Apr-22,Friday,31355,39326,46978,195732,,,,,,,,,,,,,,,,
Apr-22,Saturday,19856,40304,40858,166920,,,,,,,,,,,,,,,,
May-22,Sunday,12474,28749,27292,110327,,,,,,,,,,,,,,,,
May-22,Monday,31445,33325,41437,175459,,,,,,,,,,,,,,,,
May-22,Tuesday,29945,35377,41195,175077,,,,,,,,,,,,,,,,
May-22,Wednesday,32613,35581,43703,186417,,,,,,,,,,,,,,,,
May-22,Thursday,32298,36869,45833,189685,,,,,,,,,,,,,,,,
May-22,Friday,30081,38686,47710,193340,,,,,,,,,,,,,,,,
May-22,Saturday,16348,35609,34624,139621,,,,,,,,,,,,,,,,
May-22,Sunday,12875,32649,31721,121051,,,,,,,,,,,,,,,,
May-22,Monday,26738,27263,34599,147082,,,,,,,,,,,,,,,,
May-22,Tuesday,21494,19931,26459,115435,,,,,,,,,,,,,,,,
May-22,Wednesday,32286,35418,43213,185148,,,,,,,,,,,,,,,,
May-22,Thursday,33391,38116,45628,194001,,,,,,,,,,,,,,,,
May-22,Friday,33507,40221,49337,204832,,,,,,,,,,,,,,,,
May-22,Saturday,20940,42370,42974,175082,,,,,,,,,,,,,,,,
May-22,Sunday,16375,36789,35975,143419,,,,,,,,,,,,,,,,
May-22,Monday,31811,34493,42148,178555,,,,,,,,,,,,,,,,
May-22,Tuesday,23851,22408,30678,129984,,,,,,,,,,,,,,,,
May-22,Wednesday,21636,26145,33126,134528,,,,,,,,,,,,,,,,
May-22,Thursday,29495,33586,42204,175555,,,,,,,,,,,,,,,,
May-22,Friday,33138,40412,48704,203433,,,,,,,,,,,,,,,,
May-22,Saturday,20066,39483,41165,164585,,,,,,,,,,,,,,,,
May-22,Sunday,12330,30135,28279,113859,,,,,,,,,,,,,,,,
May-22,Monday,26069,28761,33442,144570,,,,,,,,,,,,,,,,
May-22,Tuesday,32313,36730,43417,186156,,,,,,,,,,,,,,,,
May-22,Wednesday,32406,37357,43062,186051,,,,,,,,,,,,,,,,
May-22,Thursday,30481,38679,42778,183620,,,,,,,,,,,,,,,,
May-22,Friday,28927,42785,46600,194747,,,,,,,,,,,,,,,,
May-22,Saturday,19073,38612,39419,160260,,,,,,,,,,,,,,,,
May-22,Sunday,14056,26971,25880,109815,,,,,,,,,,,,,,,,
May-22,Monday,15264,23984,22222,100270,,,,,,,,,,,,,,,,
May-22,Tuesday,14483,15441,16371,75449,,,,,,,,,,,,,,,,
Jun-22,Wednesday,18489,20170,20484,96734,,,,,,,,,,,,,,,,
Jun-22,Thursday,17624,20528,20342,94770,,,,,,,,,,,,,,,,
Jun-22,Friday,17225,22289,22756,102044,,,,,,,,,,,,,,,,
Jun-22,Saturday,14689,23463,23197,99535,,,,,,,,,,,,,,,,
Jun-22,Sunday,11289,21980,20258,83414,,,,,,,,,,,,,,,,
Jun-22,Monday,26605,30388,35415,152063,,,,,,,,,,,,,,,,
Jun-22,Tuesday,26231,31798,36710,156174,,,,,,,,,,,,,,,,
Jun-22,Wednesday,26576,32712,37456,159336,,,,,,,,,,,,,,,,
Jun-22,Thursday,27079,33901,38484,164951,,,,,,,,,,,,,,,,
Jun-22,Friday,26260,36265,40582,170229,,,,,,,,,,,,,,,,
Jun-22,Saturday,17317,33055,33765,140763,,,,,,,,,,,,,,,,
Jun-22,Sunday,13339,30654,29795,119716,,,,,,,,,,,,,,,,
Jun-22,Monday,26465,30549,36960,155513,,,,,,,,,,,,,,,,
Jun-22,Tuesday,26866,32027,38282,160268,,,,,,,,,,,,,,,,
Jun-22,Wednesday,27074,32201,37533,160485,,,,,,,,,,,,,,,,
Jun-22,Thursday,26993,32499,38677,163020,,,,,,,,,,,,,,,,
Jun-22,Friday,26237,37063,40107,170656,,,,,,,,,,,,,,,,
Jun-22,Saturday,17595,34601,35315,144800,,,,,,,,,,,,,,,,
Jun-22,Sunday,13185,30639,30413,120219,,,,,,,,,,,,,,,,
Jun-22,Monday,23773,32991,34961,150043,,,,,,,,,,,,,,,,
Jun-22,Tuesday,26813,32475,38238,160558,,,,,,,,,,,,,,,,
Jun-22,Wednesday,27499,33257,38682,164642,,,,,,,,,,,,,,,,
Jun-22,Thursday,27305,35262,39824,169078,,,,,,,,,,,,,,,,
Jun-22,Friday,26039,37374,41840,174346,,,,,,,,,,,,,,,,
Jun-22,Saturday,17298,34003,34992,143576,,,,,,,,,,,,,,,,
Jun-22,Sunday,12619,29725,29294,115969,,,,,,,,,,,,,,,,
Jun-22,Monday,24854,31518,36162,152693,,,,,,,,,,,,,,,,
Jun-22,Tuesday,27008,31941,37146,159959,,,,,,,,,,,,,,,,
Jun-22,Wednesday,26882,33140,38572,163723,,,,,,,,,,,,,,,,
Jun-22,Thursday,27113,34397,37550,164540,,,,,,,,,,,,,,,,
Jul-22,Friday,25183,37592,40454,169678,,,,,,,,,,,,,,,,
Jul-22,Saturday,15964,32177,31280,132416,,,,,,,,,,,,,,,,
Jul-22,Sunday,11888,28741,28751,113973,,,,,,,,,,,,,,,,
Jul-22,Monday,12047,25994,25549,108358,,,,,,,,,,,,,,,,
Jul-22,Tuesday,24406,32040,36473,154886,,,,,,,,,,,,,,,,
Jul-22,Wednesday,25844,32992,36077,156587,,,,,,,,,,,,,,,,
Jul-22,Thursday,13557,18150,18789,81499,,,,,,,,,,,,,,,,
Jul-22,Friday,25170,36140,39761,165537,,,,,,,,,,,,,,,,
Jul-22,Saturday,15249,34352,33274,134703,,,,,,,,,,,,,,,,
Jul-22,Sunday,11802,28686,29584,112195,,,,,,,,,,,,,,,,
Jul-22,Monday,24897,30894,36218,152101,,,,,,,,,,,,,,,,
Jul-22,Tuesday,27123,31900,36757,158886,,,,,,,,,,,,,,,,
Jul-22,Wednesday,25699,33905,39460,162803,,,,,,,,,,,,,,,,
Jul-22,Thursday,27212,33908,39483,167123,,,,,,,,,,,,,,,,
Jul-22,Friday,25613,36566,41886,172335,,,,,,,,,,,,,,,,
Jul-22,Saturday,20174,38640,40266,166000,,,,,,,,,,,,,,,,
Jul-22,Sunday,15422,34223,34067,136757,,,,,,,,,,,,,,,,
Jul-22,Monday,30257,36710,40929,178435,,,,,,,,,,,,,,,,
Jul-22,Tuesday,31758,37679,44439,189251,,,,,,,,,,,,,,,,
Jul-22,Wednesday,31464,39394,45446,193685,,,,,,,,,,,,,,,,
Jul-22,Thursday,30591,39262,46244,192448,,,,,,,,,,,,,,,,
Jul-22,Friday,25783,36732,41259,171749,,,,,,,,,,,,,,,,
Jul-22,Saturday,20478,38699,39234,164776,,,,,,,,,,,,,,,,
Jul-22,Sunday,15777,34726,34095,138941,,,,,,,,,,,,,,,,
Jul-22,Monday,29619,32814,41976,173917,,,,,,,,,,,,,,,,
Jul-22,Tuesday,30973,35557,43850,183287,,,,,,,,,,,,,,,,
Jul-22,Wednesday,32382,38407,45599,193421,,,,,,,,,,,,,,,,
Jul-22,Thursday,31577,39384,46118,194219,,,,,,,,,,,,,,,,
Jul-22,Friday,28987,42390,46398,196653,,,,,,,,,,,,,,,,
Jul-22,Saturday,21033,39873,41061,169616,,,,,,,,,,,,,,,,
Jul-22,Sunday,14697,35258,34000,137237,,,,,,,,,,,,,,,,
Aug-22,Monday,29718,36372,42111,178764,,,,,,,,,,,,,,,,
Aug-22,Tuesday,31664,37139,44165,189025,,,,,,,,,,,,,,,,
Aug-22,Wednesday,14801,17111,18378,81834,,,,,,,,,,,,,,,,
Aug-22,Thursday,30893,38814,44801,191073,,,,,,,,,,,,,,,,
Aug-22,Friday,14144,19052,19939,86395,,,,,,,,,,,,,,,,
Aug-22,Saturday,10949,18712,17805,78557,,,,,,,,,,,,,,,,
Aug-22,Sunday,8722,16590,15824,66056,,,,,,,,,,,,,,,,
Aug-22,Monday,29396,31292,40158,167198,,,,,,,,,,,,,,,,
Aug-22,Tuesday,30308,32055,41682,171338,,,,,,,,,,,,,,,,
Aug-22,Wednesday,29948,33238,40862,171525,,,,,,,,,,,,,,,,
Aug-22,Thursday,29561,34009,43313,176631,,,,,,,,,,,,,,,,
Aug-22,Friday,22842,28211,30865,135836,,,,,,,,,,,,,,,,
Aug-22,Saturday,18128,27744,27275,122398,,,,,,,,,,,,,,,,
Aug-22,Sunday,13799,24747,22974,98819,,,,,,,,,,,,,,,,
Aug-22,Monday,16687,15030,15038,78361,,,,,,,,,,,,,,,,
Aug-22,Tuesday,22469,25221,26099,120295,,,,,,,,,,,,,,,,
Aug-22,Wednesday,36874,36263,44937,190199,,,,,,,,,,,,,,,,
Aug-22,Thursday,36643,37742,45991,193670,,,,,,,,,,,,,,,,
Aug-22,Friday,35672,42822,47042,202741,,,,,,,,,,,,,,,,
Aug-22,Saturday,21599,37561,37924,160499,,,,,,,,,,,,,,,,
Aug-22,Sunday,15982,33696,30562,128076,,,,,,,,,,,,,,,,
Aug-22,Monday,35351,34931,41274,179654,,,,,,,,,,,,,,,,
Aug-22,Tuesday,36636,35844,43667,186839,,,,,,,,,,,,,,,,
Aug-22,Wednesday,35655,36320,44388,187044,,,,,,,,,,,,,,,,
Aug-22,Thursday,37253,39149,46685,198661,,,,,,,,,,,,,,,,
Aug-22,Friday,36370,42091,47646,204327,,,,,,,,,,,,,,,,
Aug-22,Saturday,21992,39596,38730,163617,,,,,,,,,,,,,,,,
Aug-22,Sunday,17248,33537,29508,129162,,,,,,,,,,,,,,,,
Aug-22,Monday,34749,33743,38865,171806,,,,,,,,,,,,,,,,
Aug-22,Tuesday,29702,28964,35052,148654,,,,,,,,,,,,,,,,
Aug-22,Wednesday,22464,17662,24042,103014,,,,,,,,,,,,,,,,
Sep-22,Thursday,36222,38142,42403,188701,,,,,,,,,,,,,,,,
Sep-22,Friday,32797,43359,44820,195974,,,,,,,,,,,,,,,,
Sep-22,Saturday,20493,37818,36276,155606,,,,,,,,,,,,,,,,
Sep-22,Sunday,16778,36626,32383,138759,,,,,,,,,,,,,,,,
Sep-22,Monday,17743,31724,28538,124057,,,,,,,,,,,,,,,,
Sep-22,Tuesday,36802,36251,40666,181807,,,,,,,,,,,,,,,,
Sep-22,Wednesday,36790,36573,43081,187125,,,,,,,,,,,,,,,,
Sep-22,Thursday,37669,37935,44656,194385,,,,,,,,,,,,,,,,
Sep-22,Friday,36108,40067,45242,198045,,,,,,,,,,,,,,,,
Sep-22,Saturday,20485,36591,35517,151319,,,,,,,,,,,,,,,,
Sep-22,Sunday,16539,34599,29048,127860,,,,,,,,,,,,,,,,
Sep-22,Monday,35521,36433,42869,182274,,,,,,,,,,,,,,,,
Sep-22,Tuesday,37082,37073,43679,188057,,,,,,,,,,,,,,,,
Sep-22,Wednesday,36859,37465,44781,190607,,,,,,,,,,,,,,,,
Sep-22,Thursday,79468,82471,92049,425411,,,,,,,,,,,,,,,,
Sep-22,Friday,79476,88438,92851,441114,,,,,,,,,,,,,,,,
Sep-22,Saturday,43098,62483,61156,296351,,,,,,,,,,,,,,,,
Sep-22,Sunday,40063,77208,75185,315482,,,,,,,,,,,,,,,,
Sep-22,Monday,78813,78599,81381,397929,,,,,,,,,,,,,,,,
Sep-22,Tuesday,77718,78821,84044,403809,,,,,,,,,,,,,,,,
Sep-22,Wednesday,79808,78713,88906,415791,,,,,,,,,,,,,,,,
Sep-22,Thursday,79059,77336,90168,416069,,,,,,,,,,,,,,,,
Sep-22,Friday,79499,88849,95769,446362,,,,,,,,,,,,,,,,
Sep-22,Saturday,52536,82719,80177,367238,,,,,,,,,,,,,,,,
Sep-22,Sunday,41057,75875,72861,310768,,,,,,,,,,,,,,,,
Sep-22,Monday,78852,79463,87609,408685,,,,,,,,,,,,,,,,
Sep-22,Tuesday,72343,75893,81175,382237,,,,,,,,,,,,,,,,
Sep-22,Wednesday,74400,75928,83702,389629,,,,,,,,,,,,,,,,
Sep-22,Thursday,80123,83808,92009,428374,,,,,,,,,,,,,,,,
Sep-22,Friday,81194,91063,96054,455420,,,,,,,,,,,,,,,,
Oct-22,Saturday,47166,64901,58260,304651,,,,,,,,,,,,,,,,
Oct-22,Sunday,38219,69983,76170,306862,,,,,,,,,,,,,,,,
Oct-22,Monday,58136,58871,61345,299221,,,,,,,,,,,,,,,,
Oct-22,Tuesday,80211,81877,89796,417471,,,,,,,,,,,,,,,,
Oct-22,Wednesday,80377,82052,90094,421584,,,,,,,,,,,,,,,,
Oct-22,Thursday,77901,85074,94769,429889,,,,,,,,,,,,,,,,
Oct-22,Friday,76207,93471,96361,452235,,,,,,,,,,,,,,,,
Oct-22,Saturday,54716,87750,82376,388347,,,,,,,,,,,,,,,,
Oct-22,Sunday,38374,74220,71700,303019,,,,,,,,,,,,,,,,
Oct-22,Monday,75046,81386,86341,401790,,,,,,,,,,,,,,,,
Oct-22,Tuesday,76954,82729,86921,410667,,,,,,,,,,,,,,,,
Oct-22,Wednesday,78117,83151,81070,403143,,,,,,,,,,,,,,,,
Oct-22,Thursday,78186,86813,90415,427346,,,,,,,,,,,,,,,,
Oct-22,Friday,76355,90610,93675,443160,,,,,,,,,,,,,,,,
Oct-22,Saturday,54168,85272,79498,374808,,,,,,,,,,,,,,,,
Oct-22,Sunday,37137,73964,69615,292326,,,,,,,,,,,,,,,,
Oct-22,Monday,72215,75420,82110,377933,,,,,,,,,,,,,,,,
Oct-22,Tuesday,81351,82383,90056,419578,,,,,,,,,,,,,,,,
Oct-22,Wednesday,79812,83829,92861,423414,,,,,,,,,,,,,,,,
Oct-22,Thursday,77713,85694,91888,423378,,,,,,,,,,,,,,,,
Oct-22,Friday,67292,77400,78503,381374,,,,,,,,,,,,,,,,
Oct-22,Saturday,49432,70305,72260,332325,,,,,,,,,,,,,,,,
Oct-22,Sunday,39209,69037,68654,289849,,,,,,,,,,,,,,,,
Oct-22,Monday,79269,78618,85446,403399,,,,,,,,,,,,,,,,
Oct-22,Tuesday,79429,81143,80005,400490,,,,,,,,,,,,,,,,
Oct-22,Wednesday,75588,76551,83351,392107,,,,,,,,,,,,,,,,
Oct-22,Thursday,75729,75094,85611,398231,,,,,,,,,,,,,,,,
Oct-22,Friday,70071,79977,85690,400067,,,,,,,,,,,,,,,,
Oct-22,Saturday,46130,74991,74914,334603,,,,,,,,,,,,,,,,
Oct-22,Sunday,30817,66375,59337,255186,,,,,,,,,,,,,,,,
Oct-22,Monday,68529,67457,74348,348745,,,,,,,,,,,,,,,,
Nov-22,Tuesday,73897,71368,80292,375475,,,,,,,,,,,,,,,,
Nov-22,Wednesday,72250,72852,80479,374071,,,,,,,,,,,,,,,,
Nov-22,Thursday,72019,77913,82383,380859,,,,,,,,,,,,,,,,
Nov-22,Friday,75574,84585,86496,417705,,,,,,,,,,,,,,,,
Nov-22,Saturday,44926,73475,69195,316470,,,,,,,,,,,,,,,,
Nov-22,Sunday,39744,72416,65355,281434,,,,,,,,,,,,,,,,
Nov-22,Monday,75845,73559,81176,374265,,,,,,,,,,,,,,,,
Nov-22,Tuesday,75459,74408,77944,374033,,,,,,,,,,,,,,,,
Nov-22,Wednesday,68084,66244,72150,341313,,,,,,,,,,,,,,,,
Nov-22,Thursday,77056,78601,86542,403101,,,,,,,,,,,,,,,,
Nov-22,Friday,62952,82477,84622,381857,,,,,,,,,,,,,,,,
Nov-22,Saturday,45562,74646,72032,321600,,,,,,,,,,,,,,,,
Nov-22,Sunday,37564,69585,69012,281941,,,,,,,,,,,,,,,,
Nov-22,Monday,75354,72296,75141,367248,,,,,,,,,,,,,,,,
Nov-22,Tuesday,71330,71618,78461,364332,,,,,,,,,,,,,,,,
Nov-22,Wednesday,75148,72222,80129,379042,,,,,,,,,,,,,,,,
Nov-22,Thursday,76569,76881,83803,395407,,,,,,,,,,,,,,,,
Nov-22,Friday,76727,85289,90357,424452,,,,,,,,,,,,,,,,
Nov-22,Saturday,50618,82472,78340,352884,,,,,,,,,,,,,,,,
Nov-22,Sunday,38236,73151,67189,286394,,,,,,,,,,,,,,,,
Nov-22,Monday,74035,78399,80463,382343,,,,,,,,,,,,,,,,
Nov-22,Tuesday,74229,81596,86875,399053,,,,,,,,,,,,,,,,
Nov-22,Wednesday,67006,87450,80111,387538,,,,,,,,,,,,,,,,
Nov-22,Thursday,30230,60983,58653,247463,,,,,,,,,,,,,,,,
Nov-22,Friday,41821,72046,70470,299050,,,,,,,,,,,,,,,,
Nov-22,Saturday,40580,75974,73705,308597,,,,,,,,,,,,,,,,
Nov-22,Sunday,39302,67396,65442,278638,,,,,,,,,,,,,,,,
Nov-22,Monday,72945,70047,72937,353269,,,,,,,,,,,,,,,,
Nov-22,Tuesday,57203,54958,50715,274227,,,,,,,,,,,,,,,,
Nov-22,Wednesday,56561,54708,54291,278331,,,,,,,,,,,,,,,,
Dec-22,Thursday,58678,60456,63918,307703,,,,,,,,,,,,,,,,
Dec-22,Friday,61579,67973,68254,337426,,,,,,,,,,,,,,,,
Dec-22,Saturday,40385,66876,64586,287204,,,,,,,,,,,,,,,,
Dec-22,Sunday,31405,58414,54443,230838,,,,,,,,,,,,,,,,
Dec-22,Monday,58332,57339,53966,284782,,,,,,,,,,,,,,,,
Dec-22,Tuesday,55851,57490,60729,289383,,,,,,,,,,,,,,,,
Dec-22,Wednesday,55851,57452,56455,286138,,,,,,,,,,,,,,,,
Dec-22,Thursday,54602,56367,58173,289304,,,,,,,,,,,,,,,,
Dec-22,Friday,58100,66178,67287,326263,,,,,,,,,,,,,,,,
Dec-22,Saturday,41020,64282,64280,290481,,,,,,,,,,,,,,,,
Dec-22,Sunday,31097,58617,56298,238753,,,,,,,,,,,,,,,,
Dec-22,Monday,60301,59661,62362,303198,,,,,,,,,,,,,,,,
Dec-22,Tuesday,61011,60791,63181,310628,,,,,,,,,,,,,,,,
Dec-22,Wednesday,57195,58001,56351,290411,,,,,,,,,,,,,,,,
Dec-22,Thursday,13491,14499,16391,71408,,,,,,,,,,,,,,,,
Dec-22,Friday,13670,16245,17002,78798,,,,,,,,,,,,,,,,
Dec-22,Saturday,9769,19792,19249,78183,,,,,,,,,,,,,,,,
Dec-22,Sunday,8285,17575,16896,66812,,,,,,,,,,,,,,,,
Dec-22,Monday,14868,17183,18467,81318,,,,,,,,,,,,,,,,
Dec-22,Tuesday,14495,17633,18116,81287,,,,,,,,,,,,,,,,
Dec-22,Wednesday,14299,17990,18213,81730,,,,,,,,,,,,,,,,
Dec-22,Thursday,13422,17956,17078,77238,,,,,,,,,,,,,,,,
Dec-22,Friday,4700,12954,13287,46613,,,,,,,,,,,,,,,,
Dec-22,Saturday,5364,15582,15566,53176,,,,,,,,,,,,,,,,
Dec-22,Sunday,3179,13418,13785,44630,,,,,,,,,,,,,,,,
Dec-22,Monday,5362,11970,12146,44879,,,,,,,,,,,,,,,,
Dec-22,Tuesday,5794,5929,5209,26809,,,,,,,,,,,,,,,,
Dec-22,Wednesday,51930,64553,58656,297339,,,,,,,,,,,,,,,,
Dec-22,Thursday,52125,64887,62168,304749,,,,,,,,,,,,,,,,
Dec-22,Friday,51406,68293,66204,314114,,,,,,,,,,,,,,,,
Dec-22,Saturday,31268,59348,57119,249056,,,,,,,,,,,,,,,,
