full_date,day_of_week,morning,afternoon,evening,full_day,,,,,,,,,,,,,,,,
Jan-18,Monday,827,2424,2260,8205,,,,,,,,,,,,,,,,
Jan-18,Tuesday,2282,3169,3491,13614,,,,,,,,,,,,,,,,
Jan-18,Wednesday,2664,3253,3745,15052,,,,,,,,,,,,,,,,
Jan-18,Thursday,2460,2997,3664,14166,,,,,,,,,,,,,,,,
Jan-18,Friday,40963,48230,51307,238903,,,,,,,,,,,,,,,,
Jan-18,Saturday,27090,43484,42680,192618,,,,,,,,,,,,,,,,
Jan-18,Sunday,18621,38819,37390,152981,,,,,,,,,,,,,,,,
Jan-18,Monday,43201,39505,43884,213852,,,,,,,,,,,,,,,,
Jan-18,Tuesday,45394,43938,49010,235303,,,,,,,,,,,,,,,,
Jan-18,Wednesday,45464,43721,48701,235458,,Sum of full_day,Column Labels,,,,,,,,,,,,,
Jan-18,Thursday,44196,46365,47247,238434,,Row Labels,(blank),Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Grand Total
Jan-18,Friday,1526,1781,1298,7585,,<1/1/18,,,,,,,,,,,,,,
Jan-18,Saturday,665,2225,2122,7121,,2018,,1885302,7167487,10130514,1910913,17435756,19043871,16092317,15910064,6324264,8528899,5407843,3687525,113524755
Jan-18,Sunday,876,2672,2267,8399,,2019,,4331479,4492383,3418262,3630959,8485149,6619494,4288867,6550776,8151817,5996412,4374768,7911774,68252140
Jan-18,Monday,2402,3311,3534,14177,,2020,,22710695,14874983,3206065,72043861,29884033,21433806,12085429,3075479,4632833,6764659,7138060,6510669,204360572
Jan-18,Tuesday,1292,1559,1708,7158,,2021,,4995749,467002,616231,1784636,2031967,,1801705,9560165,7184268,6054553,7377153,8527946,50401375
Jan-18,Wednesday,1891,2437,2947,11063,,2022,,3744204,,,4399534,4897413,4333817,4923472,4662068,8705245,11657198,10402392,6070651,63795994
Jan-18,Thursday,2540,3127,3744,14527,,Grand Total,,37667429,27001855,17371072,83769903,62734318,51430988,39191790,39758552,34998427,39001721,34700216,32708565,500334836
Jan-18,Friday,2756,3526,4386,16870,,,,,,,,,,,,,,,,
Jan-18,Wednesday,45967,44987,49519,239816,,,,,,,,,,,,,,,,
Feb-18,Thursday,61092,57385,64373,308518,,,,,,,,,,,,,,,,
Feb-18,Friday,64544,68290,73018,348394,,,,,,,,,,,,,,,,
Feb-18,Saturday,37367,66302,66158,281312,,,,,,,,,,,,,,,,
Feb-18,Sunday,24916,52973,48553,206201,,,,,,,,,,,,,,,,
Feb-18,Monday,61594,55373,71239,310120,,,,,,,,,,,,,,,,
Feb-18,Tuesday,62253,55812,64042,305097,,,,,,,,,,,,,,,,
Feb-18,Wednesday,54026,55112,64018,285136,,,,,,,,,,,,,,,,
Feb-18,Thursday,61332,58019,70232,316296,,,,,,,,,,,,,,,,
Feb-18,Friday,61570,64813,75510,341469,,,,,,,,,,,,,,,,
Feb-18,Saturday,32363,58518,58423,248326,,,,,,,,,,,,,,,,
Feb-18,Sunday,25120,54415,52039,209950,,,,,,,,,,,,,,,,
Feb-18,Monday,63450,60006,70732,319513,,,,,,,,,,,,,,,,
Feb-18,Tuesday,64895,61332,75252,335761,,,,,,,,,,,,,,,,
Feb-18,Wednesday,61064,59423,68779,320687,,,,,,,,,,,,,,,,
Feb-18,Thursday,65468,63213,73047,338378,,,,,,,,,,,,,,,,
Feb-18,Friday,61262,62301,65673,327292,,,,,,,,,,,,,,,,
Feb-18,Saturday,33354,55389,59079,250723,,,,,,,,,,,,,,,,
Feb-18,Sunday,28420,60478,57844,234856,,,,,,,,,,,,,,,,
Feb-18,Monday,55668,59978,63293,296456,,,,,,,,,,,,,,,,
Feb-18,Tuesday,63119,57105,61564,309127,,,,,,,,,,,,,,,,
Feb-18,Wednesday,60503,53558,64059,300900,,,,,,,,,,,,,,,,
Feb-18,Thursday,21272,20642,29500,112074,,,,,,,,,,,,,,,,
Feb-18,Friday,22121,26448,34966,133081,,,,,,,,,,,,,,,,
Feb-18,Saturday,11702,27286,26958,104884,,,,,,,,,,,,,,,,
Feb-18,Sunday,9641,22479,19467,79646,,,,,,,,,,,,,,,,
Feb-18,Monday,20822,20119,28214,107825,,,,,,,,,,,,,,,,
Feb-18,Tuesday,21695,20309,30267,113016,,,,,,,,,,,,,,,,
Feb-18,Wednesday,61817,63440,68095,322449,,,,,,,,,,,,,,,,
Mar-18,Thursday,21221,20913,27581,110519,,,,,,,,,,,,,,,,
Mar-18,Friday,54360,73602,79463,347753,,,,,,,,,,,,,,,,
Mar-18,Saturday,34920,71965,71085,287863,,,,,,,,,,,,,,,,
Mar-18,Sunday,60272,70397,68552,329604,,,,,,,,,,,,,,,,
Mar-18,Monday,71339,67187,77806,361883,,,,,,,,,,,,,,,,
Mar-18,Tuesday,70871,66334,80724,362711,,,,,,,,,,,,,,,,
Mar-18,Wednesday,71142,67762,80603,367576,,,,,,,,,,,,,,,,
Mar-18,Thursday,72274,73466,83675,389543,,,,,,,,,,,,,,,,
Mar-18,Friday,53832,72903,81625,351672,,,,,,,,,,,,,,,,
Mar-18,Saturday,36460,70272,60627,272947,,,,,,,,,,,,,,,,
Mar-18,Sunday,8068,7949,6973,37632,,,,,,,,,,,,,,,,
Mar-18,Monday,69388,68805,76674,362376,,,,,,,,,,,,,,,,
Mar-18,Tuesday,57040,59443,64287,306514,,,,,,,,,,,,,,,,
Mar-18,Wednesday,71360,71277,81630,379599,,,,,,,,,,,,,,,,
Mar-18,Thursday,69915,73772,85539,392850,,,,,,,,,,,,,,,,
Mar-18,Friday,53788,79656,83269,367285,,,,,,,,,,,,,,,,
Mar-18,Saturday,33936,72467,71274,292832,,,,,,,,,,,,,,,,
Mar-18,Sunday,58603,72860,61788,323108,,,,,,,,,,,,,,,,
Mar-18,Monday,70276,69465,67814,350101,,,,,,,,,,,,,,,,
Mar-18,Tuesday,66952,70640,78534,359889,,,,,,,,,,,,,,,,
Mar-18,Wednesday,69489,69345,80248,370155,,,,,,,,,,,,,,,,
Mar-18,Thursday,72945,75236,83113,399009,,,,,,,,,,,,,,,,
Mar-18,Friday,55439,77909,82336,362595,,,,,,,,,,,,,,,,
Mar-18,Saturday,34793,73490,70884,291144,,,,,,,,,,,,,,,,
Mar-18,Sunday,60508,71718,69987,338969,,,,,,,,,,,,,,,,
Mar-18,Monday,68507,72023,84553,373292,,,,,,,,,,,,,,,,
Mar-18,Tuesday,68351,75591,86025,379779,,,,,,,,,,,,,,,,
Mar-18,Wednesday,70253,75361,85016,392451,,,,,,,,,,,,,,,,
Mar-18,Thursday,69125,82401,83879,403847,,,,,,,,,,,,,,,,
Mar-18,Friday,41714,79767,80580,341764,,,,,,,,,,,,,,,,
Mar-18,Saturday,13944,31789,30753,123252,,,,,,,,,,,,,,,,
Apr-18,Sunday,14022,25067,22632,99950,,,,,,,,,,,,,,,,
Apr-18,Monday,26323,29750,35685,146235,,,,,,,,,,,,,,,,
Apr-18,Tuesday,22794,26499,34217,131772,,,,,,,,,,,,,,,,
Apr-18,Wednesday,19453,24078,30488,117041,,,,,,,,,,,,,,,,
Apr-18,Thursday,19806,25079,30728,120086,,,,,,,,,,,,,,,,
Apr-18,Friday,27285,33731,39735,161304,,,,,,,,,,,,,,,,
Apr-18,Saturday,13633,30538,29890,118335,,,,,,,,,,,,,,,,
Apr-18,Sunday,11234,25963,23056,95064,,,,,,,,,,,,,,,,
Apr-18,Monday,26648,24645,32963,134307,,,,,,,,,,,,,,,,
Apr-18,Tuesday,27190,25241,34048,138873,,,,,,,,,,,,,,,,
Apr-18,Wednesday,27522,25301,34208,139748,,,,,,,,,,,,,,,,
Apr-18,Thursday,28218,26968,35881,146402,,,,,,,,,,,,,,,,
Apr-18,Friday,27973,30818,38143,157615,,,,,,,,,,,,,,,,
Apr-18,Saturday,14405,28436,28476,116165,,,,,,,,,,,,,,,,
Apr-18,Sunday,10903,23597,20777,88016,,,,,,,,,,,,,,,,
May-18,Tuesday,34625,131515,207260,420252,,,,,,,,,,,,,,,,
May-18,Wednesday,21252,90603,119555,292961,,,,,,,,,,,,,,,,
May-18,Thursday,69192,163113,215602,593717,,,,,,,,,,,,,,,,
May-18,Friday,148872,235610,212105,841399,,,,,,,,,,,,,,,,
May-18,Saturday,79278,194068,141727,598777,,,,,,,,,,,,,,,,
May-18,Sunday,9430,47091,138166,219193,,,,,,,,,,,,,,,,
May-18,Monday,17102,128946,230157,418364,,,,,,,,,,,,,,,,
May-18,Tuesday,92630,175373,222350,654711,,,,,,,,,,,,,,,,
May-18,Wednesday,82336,191968,326481,756121,,,,,,,,,,,,,,,,
May-18,Thursday,73456,79598,143972,547467,,,,,,,,,,,,,,,,
May-18,Friday,90325,301512,279260,933792,,,,,,,,,,,,,,,,
May-18,Saturday,68214,207429,223807,654544,,,,,,,,,,,,,,,,
May-18,Sunday,54022,187927,259341,626710,,,,,,,,,,,,,,,,
May-18,Monday,81461,245415,154346,629084,,,,,,,,,,,,,,,,
May-18,Tuesday,120221,58719,115092,483428,,,,,,,,,,,,,,,,
May-18,Wednesday,150018,178862,283494,862551,,,,,,,,,,,,,,,,
May-18,Thursday,130141,195982,144721,700850,,,,,,,,,,,,,,,,
May-18,Friday,59777,65727,65280,332020,,,,,,,,,,,,,,,,
May-18,Saturday,51142,95721,225431,507105,,,,,,,,,,,,,,,,
May-18,Sunday,33999,136466,227832,496806,,,,,,,,,,,,,,,,
May-18,Monday,179296,84582,200369,743436,,,,,,,,,,,,,,,,
May-18,Tuesday,84840,72692,61424,372436,,,,,,,,,,,,,,,,
May-18,Wednesday,63347,92281,247194,539323,,,,,,,,,,,,,,,,
May-18,Thursday,111663,203547,246710,752251,,,,,,,,,,,,,,,,
May-18,Friday,285402,153116,259659,1207047,,,,,,,,,,,,,,,,
May-18,Saturday,227167,190306,98581,863119,,,,,,,,,,,,,,,,
May-18,Sunday,34343,59627,57082,254647,,,,,,,,,,,,,,,,
May-18,Monday,29419,52761,50114,219918,,,,,,,,,,,,,,,,
May-18,Tuesday,55144,59224,58327,292095,,,,,,,,,,,,,,,,
May-18,Wednesday,56756,60726,63005,306688,,,,,,,,,,,,,,,,
May-18,Thursday,58473,61084,62159,314944,,,,,,,,,,,,,,,,
Jun-18,Friday,54272,62208,63766,315412,,,,,,,,,,,,,,,,
Jun-18,Saturday,41070,61752,62966,291109,,,,,,,,,,,,,,,,
Jun-18,Sunday,29209,58384,56914,241636,,,,,,,,,,,,,,,,
Jun-18,Monday,58523,60405,63121,311444,,,,,,,,,,,,,,,,
Jun-18,Tuesday,59735,101612,143045,439497,,,,,,,,,,,,,,,,
Jun-18,Wednesday,80129,211125,174088,623179,,,,,,,,,,,,,,,,
Jun-18,Thursday,123094,356571,197189,935382,,,,,,,,,,,,,,,,
Jun-18,Friday,74924,80827,75058,395102,,,,,,,,,,,,,,,,
Jun-18,Saturday,54496,77860,112528,386177,,,,,,,,,,,,,,,,
Jun-18,Sunday,114189,297780,227343,853587,,,,,,,,,,,,,,,,
Jun-18,Monday,90774,63079,62974,373605,,,,,,,,,,,,,,,,
Jun-18,Tuesday,70941,90854,141206,441968,,,,,,,,,,,,,,,,
Jun-18,Wednesday,72121,105426,199353,518087,,,,,,,,,,,,,,,,
Jun-18,Thursday,97073,238944,258684,790419,,,,,,,,,,,,,,,,
Jun-18,Friday,126977,288401,277150,972388,,,,,,,,,,,,,,,,
Jun-18,Saturday,132095,278676,264210,1060630,,,,,,,,,,,,,,,,
Jun-18,Sunday,185500,272675,245795,1077341,,,,,,,,,,,,,,,,
Jun-18,Monday,191140,263170,203354,988983,,,,,,,,,,,,,,,,
Jun-18,Tuesday,256548,300764,271730,1330754,,,,,,,,,,,,,,,,
Jun-18,Wednesday,279112,250415,253416,1292427,,,,,,,,,,,,,,,,
Jun-18,Thursday,299847,236024,338050,1414097,,,,,,,,,,,,,,,,
Jun-18,Monday,268244,260717,92635,996092,,,,,,,,,,,,,,,,
Jun-18,Tuesday,166362,327657,253140,1079439,,,,,,,,,,,,,,,,
Jun-18,Wednesday,212943,194012,82842,819422,,,,,,,,,,,,,,,,
Jun-18,Thursday,70849,71622,78356,364980,,,,,,,,,,,,,,,,
Jun-18,Friday,74810,78880,82207,399028,,,,,,,,,,,,,,,,
Jun-18,Saturday,52354,71797,72074,331686,,,,,,,,,,,,,,,,
Jul-18,Sunday,39926,61787,58583,262972,,,,,,,,,,,,,,,,
Jul-18,Monday,87128,86870,82268,417627,,,,,,,,,,,,,,,,
Jul-18,Tuesday,124104,258507,248983,869511,,,,,,,,,,,,,,,,
Jul-18,Wednesday,181513,235334,222009,941247,,,,,,,,,,,,,,,,
Jul-18,Thursday,260330,265952,201118,1111830,,,,,,,,,,,,,,,,
Jul-18,Friday,268725,261721,258409,1193777,,,,,,,,,,,,,,,,
Jul-18,Saturday,101133,100291,82786,470007,,,,,,,,,,,,,,,,
Jul-18,Sunday,57812,148223,247796,635538,,,,,,,,,,,,,,,,
Jul-18,Monday,235244,310869,298103,1300897,,,,,,,,,,,,,,,,
Jul-18,Tuesday,230543,364186,377339,1450531,,,,,,,,,,,,,,,,
Jul-18,Wednesday,310846,506295,465200,1918449,,,,,,,,,,,,,,,,
Jul-18,Thursday,50074,64031,71144,296148,,,,,,,,,,,,,,,,
Jul-18,Friday,64835,68364,70612,342370,,,,,,,,,,,,,,,,
Jul-18,Saturday,39313,61288,60406,269871,,,,,,,,,,,,,,,,
Jul-18,Sunday,24865,53627,50088,207632,,,,,,,,,,,,,,,,
Jul-18,Monday,64262,52858,60931,297638,,,,,,,,,,,,,,,,
Jul-18,Tuesday,51554,45473,49450,258120,,,,,,,,,,,,,,,,
Jul-18,Wednesday,48496,55405,57633,266613,,,,,,,,,,,,,,,,
Jul-18,Thursday,50589,61715,69402,298217,,,,,,,,,,,,,,,,
Jul-18,Friday,65684,68187,69092,341929,,,,,,,,,,,,,,,,
Jul-18,Saturday,33153,56546,57471,242623,,,,,,,,,,,,,,,,
Jul-18,Sunday,25920,52578,49598,208536,,,,,,,,,,,,,,,,
Jul-18,Monday,62115,56845,66193,305632,,,,,,,,,,,,,,,,
Jul-18,Tuesday,63962,56583,66091,311595,,,,,,,,,,,,,,,,
Jul-18,Wednesday,61955,57157,65059,308012,,,,,,,,,,,,,,,,
Jul-18,Thursday,64269,60117,66586,320097,,,,,,,,,,,,,,,,
Jul-18,Friday,63063,65406,65747,325372,,,,,,,,,,,,,,,,
Jul-18,Saturday,32780,47805,46955,215244,,,,,,,,,,,,,,,,
Jul-18,Sunday,23794,46989,44739,187105,,,,,,,,,,,,,,,,
Jul-18,Monday,51801,50285,52200,255827,,,,,,,,,,,,,,,,
Jul-18,Tuesday,53200,51133,53181,261350,,,,,,,,,,,,,,,,
Aug-18,Wednesday,61587,58488,61154,300305,,,,,,,,,,,,,,,,
Aug-18,Thursday,71733,74997,81786,375347,,,,,,,,,,,,,,,,
Aug-18,Friday,71771,81887,86314,397032,,,,,,,,,,,,,,,,
Aug-18,Saturday,42749,71741,74315,312930,,,,,,,,,,,,,,,,
Aug-18,Sunday,32735,66534,64345,265849,,,,,,,,,,,,,,,,
Aug-18,Monday,69888,72613,80313,363528,,,,,,,,,,,,,,,,
Aug-18,Tuesday,73534,73527,82436,376718,,,,,,,,,,,,,,,,
Aug-18,Wednesday,74210,71436,82220,373017,,,,,,,,,,,,,,,,
Aug-18,Thursday,70826,73157,82642,373416,,,,,,,,,,,,,,,,
Aug-18,Friday,71909,79117,87166,397073,,,,,,,,,,,,,,,,
Aug-18,Saturday,44498,72889,74826,320318,,,,,,,,,,,,,,,,
Aug-18,Sunday,33390,66785,66371,269528,,,,,,,,,,,,,,,,
Aug-18,Monday,74151,79762,91785,389645,,,,,,,,,,,,,,,,
Aug-18,Tuesday,72067,69544,80014,365847,,,,,,,,,,,,,,,,
Aug-18,Wednesday,75025,72188,81988,375974,,,,,,,,,,,,,,,,
Aug-18,Thursday,68287,70524,82835,362851,,,,,,,,,,,,,,,,
Aug-18,Friday,69898,79287,87989,392654,,,,,,,,,,,,,,,,
Aug-18,Saturday,41469,72430,68049,303257,,,,,,,,,,,,,,,,
Aug-18,Sunday,31388,65505,62873,258294,,,,,,,,,,,,,,,,
Aug-18,Monday,68421,67557,77303,345464,,,,,,,,,,,,,,,,
Aug-18,Tuesday,70999,68005,86619,365399,,,,,,,,,,,,,,,,
Aug-18,Wednesday,73123,72117,89791,376162,,,,,,,,,,,,,,,,
Aug-18,Thursday,71517,164281,234012,617304,,,,,,,,,,,,,,,,
Aug-18,Friday,81177,212648,201514,658494,,,,,,,,,,,,,,,,
Aug-18,Saturday,49313,208330,173436,554337,,,,,,,,,,,,,,,,
Aug-18,Sunday,36429,130450,158608,488099,,,,,,,,,,,,,,,,
Aug-18,Monday,82998,230537,261836,755721,,,,,,,,,,,,,,,,
Aug-18,Tuesday,98251,240984,261870,825437,,,,,,,,,,,,,,,,
Aug-18,Wednesday,158307,236328,472333,1213810,,,,,,,,,,,,,,,,
Aug-18,Thursday,255872,383871,382498,1479361,,,,,,,,,,,,,,,,
Aug-18,Friday,225703,397265,518487,1656893,,,,,,,,,,,,,,,,
Sep-18,Saturday,30675,45278,44456,198993,,,,,,,,,,,,,,,,
Sep-18,Sunday,20667,41278,40176,164306,,,,,,,,,,,,,,,,
Sep-18,Monday,21139,40341,39775,160710,,,,,,,,,,,,,,,,
Sep-18,Tuesday,50203,46076,49420,236526,,,,,,,,,,,,,,,,
Sep-18,Wednesday,48842,46814,49947,236169,,,,,,,,,,,,,,,,
Sep-18,Thursday,47763,46456,47902,232497,,,,,,,,,,,,,,,,
Sep-18,Friday,50663,50305,50162,254964,,,,,,,,,,,,,,,,
Sep-18,Saturday,32227,46294,46190,213785,,,,,,,,,,,,,,,,
Sep-18,Sunday,18611,27662,23679,135399,,,,,,,,,,,,,,,,
Sep-18,Monday,25763,41083,39288,169437,,,,,,,,,,,,,,,,
Sep-18,Tuesday,32615,40358,32868,174967,,,,,,,,,,,,,,,,
Sep-18,Wednesday,34446,40300,37171,191286,,,,,,,,,,,,,,,,
Sep-18,Thursday,48221,46463,50701,254109,,,,,,,,,,,,,,,,
Sep-18,Friday,50848,50890,50474,271857,,,,,,,,,,,,,,,,
Sep-18,Saturday,32416,46590,48071,225737,,,,,,,,,,,,,,,,
Sep-18,Sunday,24012,43370,45264,189889,,,,,,,,,,,,,,,,
Sep-18,Monday,49921,45418,50173,250729,,,,,,,,,,,,,,,,
Sep-18,Tuesday,49414,46513,49238,243017,,,,,,,,,,,,,,,,
Sep-18,Wednesday,46628,45137,49171,230094,,,,,,,,,,,,,,,,
Sep-18,Thursday,48668,47691,49772,240410,,,,,,,,,,,,,,,,
Sep-18,Friday,50206,50267,48788,245908,,,,,,,,,,,,,,,,
Sep-18,Saturday,29748,46021,42641,192508,,,,,,,,,,,,,,,,
Sep-18,Sunday,19164,37969,38024,151919,,,,,,,,,,,,,,,,
Sep-18,Monday,42139,43335,44055,209873,,,,,,,,,,,,,,,,
Sep-18,Tuesday,45145,45925,46118,220111,,,,,,,,,,,,,,,,
Sep-18,Wednesday,43815,42957,42078,212613,,,,,,,,,,,,,,,,
Sep-18,Thursday,39536,45509,49124,210928,,,,,,,,,,,,,,,,
Sep-18,Friday,47162,51697,49990,240480,,,,,,,,,,,,,,,,
Sep-18,Saturday,30859,47211,45982,195281,,,,,,,,,,,,,,,,
Sep-18,Sunday,23586,42318,44129,169762,,,,,,,,,,,,,,,,
Oct-18,Monday,54357,55447,54986,267551,,,,,,,,,,,,,,,,
Oct-18,Tuesday,55865,57791,61832,283262,,,,,,,,,,,,,,,,
Oct-18,Wednesday,54071,59997,63818,283286,,,,,,,,,,,,,,,,
Oct-18,Thursday,57305,61279,64195,294355,,,,,,,,,,,,,,,,
Oct-18,Friday,53736,65569,68083,299115,,,,,,,,,,,,,,,,
Oct-18,Saturday,37905,63547,65453,266550,,,,,,,,,,,,,,,,
Oct-18,Sunday,30111,60308,56942,236982,,,,,,,,,,,,,,,,
Oct-18,Monday,56903,61929,64321,292560,,,,,,,,,,,,,,,,
Oct-18,Tuesday,56363,62168,64986,296881,,,,,,,,,,,,,,,,
Oct-18,Wednesday,54330,63070,61202,283372,,,,,,,,,,,,,,,,
Oct-18,Thursday,54528,63668,64487,295223,,,,,,,,,,,,,,,,
Oct-18,Friday,55817,67991,66974,310386,,,,,,,,,,,,,,,,
Oct-18,Saturday,39762,65020,62896,269244,,,,,,,,,,,,,,,,
Oct-18,Sunday,27461,59834,54509,215700,,,,,,,,,,,,,,,,
Oct-18,Monday,47228,60304,59983,259802,,,,,,,,,,,,,,,,
Oct-18,Tuesday,51050,60937,59292,269216,,,,,,,,,,,,,,,,
Oct-18,Wednesday,54662,61237,62814,286931,,,,,,,,,,,,,,,,
Oct-18,Thursday,56380,62917,62840,295989,,,,,,,,,,,,,,,,
Oct-18,Friday,56225,68675,65901,310660,,,,,,,,,,,,,,,,
Oct-18,Saturday,36069,63493,60138,258682,,,,,,,,,,,,,,,,
Oct-18,Sunday,29252,62112,56820,228406,,,,,,,,,,,,,,,,
Oct-18,Monday,54319,60296,62542,284216,,,,,,,,,,,,,,,,
Oct-18,Tuesday,51560,60520,63787,279824,,,,,,,,,,,,,,,,
Oct-18,Wednesday,54294,61611,63169,284703,,,,,,,,,,,,,,,,
Oct-18,Thursday,50873,61374,60242,275947,,,,,,,,,,,,,,,,
Oct-18,Friday,49855,65071,64463,289142,,,,,,,,,,,,,,,,
Oct-18,Saturday,34913,64915,63234,253486,,,,,,,,,,,,,,,,
Oct-18,Sunday,28376,58855,54093,218300,,,,,,,,,,,,,,,,
Oct-18,Monday,50695,58959,60493,272288,,,,,,,,,,,,,,,,
Oct-18,Tuesday,54934,58700,61160,281473,,,,,,,,,,,,,,,,
Oct-18,Wednesday,55792,59272,58913,285367,,,,,,,,,,,,,,,,
Nov-18,Thursday,57166,63847,67035,299808,,,,,,,,,,,,,,,,
Nov-18,Friday,60402,75008,79530,345165,,,,,,,,,,,,,,,,
Nov-18,Saturday,41228,70595,66042,287210,,,,,,,,,,,,,,,,
Nov-18,Sunday,35517,65661,51844,239796,,,,,,,,,,,,,,,,
Nov-18,Monday,70555,67982,66856,329919,,,,,,,,,,,,,,,,
Nov-18,Tuesday,67484,69019,65867,324735,,,,,,,,,,,,,,,,
Nov-18,Wednesday,69037,66588,70464,330163,,,,,,,,,,,,,,,,
Nov-18,Thursday,25376,24529,32111,130364,,,,,,,,,,,,,,,,
Nov-18,Friday,24409,27140,32633,135863,,,,,,,,,,,,,,,,
Nov-18,Saturday,13429,26895,25168,107146,,,,,,,,,,,,,,,,
Nov-18,Sunday,12434,25300,24888,97906,,,,,,,,,,,,,,,,
Nov-18,Monday,19437,21917,25046,105016,,,,,,,,,,,,,,,,
Nov-18,Tuesday,23576,23166,28631,118655,,,,,,,,,,,,,,,,
Nov-18,Wednesday,24128,23826,29151,120619,,,,,,,,,,,,,,,,
Nov-18,Thursday,23222,23118,29994,120403,,,,,,,,,,,,,,,,
Nov-18,Friday,23308,26156,34774,135427,,,,,,,,,,,,,,,,
Nov-18,Saturday,12484,26278,27279,107884,,,,,,,,,,,,,,,,
Nov-18,Sunday,10936,23427,23000,91591,,,,,,,,,,,,,,,,
Nov-18,Monday,24168,26984,32874,131330,,,,,,,,,,,,,,,,
Nov-18,Tuesday,25246,27199,32970,134802,,,,,,,,,,,,,,,,
Nov-18,Wednesday,62654,76888,63494,329423,,,,,,,,,,,,,,,,
Nov-18,Thursday,25251,54679,46552,205221,,,,,,,,,,,,,,,,
Nov-18,Friday,36755,64408,57615,258811,,,,,,,,,,,,,,,,
Nov-18,Saturday,33712,66349,57333,252899,,,,,,,,,,,,,,,,
Nov-18,Sunday,10608,20201,19505,79611,,,,,,,,,,,,,,,,
Nov-18,Monday,22580,21167,27736,111889,,,,,,,,,,,,,,,,
Nov-18,Tuesday,22770,21571,28146,113966,,,,,,,,,,,,,,,,
Nov-18,Wednesday,23111,21344,28368,114978,,,,,,,,,,,,,,,,
Nov-18,Thursday,23453,22274,28944,118198,,,,,,,,,,,,,,,,
Nov-18,Friday,23025,25435,31477,129045,,,,,,,,,,,,,,,,
Dec-18,Saturday,9990,20920,20446,84773,,,,,,,,,,,,,,,,
Dec-18,Sunday,10498,23043,21637,87452,,,,,,,,,,,,,,,,
Dec-18,Monday,22970,21413,28330,114848,,,,,,,,,,,,,,,,
Dec-18,Tuesday,22655,21457,28978,114931,,,,,,,,,,,,,,,,
Dec-18,Wednesday,25713,24387,33306,131961,,,,,,,,,,,,,,,,
Dec-18,Thursday,25594,25326,34829,138103,,,,,,,,,,,,,,,,
Dec-18,Friday,26245,30570,37421,153287,,,,,,,,,,,,,,,,
Dec-18,Saturday,13434,27841,26453,109459,,,,,,,,,,,,,,,,
Dec-18,Sunday,9517,19313,18451,75975,,,,,,,,,,,,,,,,
Dec-18,Monday,23692,23105,30827,121448,,,,,,,,,,,,,,,,
Dec-18,Tuesday,26280,24047,31988,131144,,,,,,,,,,,,,,,,
Dec-18,Wednesday,25705,23839,33023,131007,,,,,,,,,,,,,,,,
Dec-18,Thursday,26388,25237,34111,137223,,,,,,,,,,,,,,,,
Dec-18,Friday,24905,29149,35754,145319,,,,,,,,,,,,,,,,
Dec-18,Saturday,12069,27852,29908,113707,,,,,,,,,,,,,,,,
Dec-18,Sunday,10275,24428,23089,92005,,,,,,,,,,,,,,,,
Dec-18,Monday,25647,26188,33622,134427,,,,,,,,,,,,,,,,
Dec-18,Tuesday,25737,26092,36391,138707,,,,,,,,,,,,,,,,
Dec-18,Wednesday,25642,28962,35040,141979,,,,,,,,,,,,,,,,
Dec-18,Thursday,25348,29843,34382,141199,,,,,,,,,,,,,,,,
Dec-18,Friday,24166,34070,33889,146118,,,,,,,,,,,,,,,,
Dec-18,Saturday,11607,27998,29657,111665,,,,,,,,,,,,,,,,
Dec-18,Sunday,9865,25227,24124,93612,,,,,,,,,,,,,,,,
Dec-18,Monday,11092,25738,24668,94336,,,,,,,,,,,,,,,,
Dec-18,Tuesday,4729,17861,19750,64876,,,,,,,,,,,,,,,,
Dec-18,Wednesday,17068,27542,31062,118421,,,,,,,,,,,,,,,,
Dec-18,Thursday,19430,31443,34057,131170,,,,,,,,,,,,,,,,
Dec-18,Friday,20365,32232,36956,141450,,,,,,,,,,,,,,,,
Dec-18,Saturday,13275,30850,30211,118793,,,,,,,,,,,,,,,,
Dec-18,Sunday,10828,28190,29070,109095,,,,,,,,,,,,,,,,
Dec-18,Monday,16227,29752,28372,119035,,,,,,,,,,,,,,,,
Jan-19,Tuesday,3966,11074,11379,44828,,,,,,,,,,,,,,,,
Jan-19,Wednesday,16966,17403,22517,88545,,,,,,,,,,,,,,,,
Jan-19,Thursday,18353,17964,23633,94012,,,,,,,,,,,,,,,,
Jan-19,Friday,17683,19245,24294,96561,,,,,,,,,,,,,,,,
Jan-19,Saturday,6105,13464,13711,52034,,,,,,,,,,,,,,,,
Jan-19,Sunday,4464,11765,10309,40683,,,,,,,,,,,,,,,,
Jan-19,Monday,15326,13361,18510,73896,,,,,,,,,,,,,,,,
Jan-19,Tuesday,16576,14008,20857,80082,,,,,,,,,,,,,,,,
Jan-19,Wednesday,16792,13801,20969,80572,,,,,,,,,,,,,,,,
Jan-19,Thursday,20611,19919,27395,105300,,,,,,,,,,,,,,,,
Jan-19,Friday,62104,66555,65722,318725,,,,,,,,,,,,,,,,
Jan-19,Saturday,34815,62319,52707,233578,,,,,,,,,,,,,,,,
Jan-19,Sunday,25208,54584,45077,204517,,,,,,,,,,,,,,,,
Jan-19,Monday,53756,58777,69824,284966,,,,,,,,,,,,,,,,
Jan-19,Tuesday,60624,60502,65672,304255,,,,,,,,,,,,,,,,
